trip_id,truck_id,driver_id,route_id,trip_date,distance_km,fuel_liters,load_tons,travel_time_hours,scheduled_time_hours,delivery_status
TR2351,T016,D049,R004,2026-07-20 09:01:35.391403,379,113.46,2.67,7.27,6.93,Late
TR2352,T025,D034,R006,2025-10-23 09:01:35.393404,613,203.93,4.3,12.06,13.06,On Time
TR2353,T086,D020,R007,2026-08-24 09:01:35.395406,691,249.92,5.7,18.93,15.15,Late
TR2354,T088,D043,R005,2025-11-26 09:01:35.397409,622,224.88,2.01,15.9,12.89,Late
TR2355,T027,D015,R008,2026-03-26 09:01:35.399026,309,113.54,2.19,5.66,5.57,Late
TR2356,T019,D008,R003,2026-04-03 09:01:35.400023,369,93.45,3.86,7.78,6.5,Late
TR2357,T049,D007,R006,2025-10-26 09:01:35.402023,608,171.86,2.58,13.81,12.38,Late
TR2358,T050,D014,R008,2026-05-15 09:01:35.404022,286,99.44,2.46,6.39,5.2,Late
TR2359,T036,D049,R007,2026-08-16 09:01:35.406022,703,270.61,5.95,16.16,15.61,Late
TR2360,T008,D011,R005,2026-04-22 09:01:35.407022,644,188.44,2.6,13.25,13.05,Late
TR2361,T036,D049,R005,2025-12-19 09:01:35.409023,608,181.37,2.28,15.66,13.45,Late
TR2362,T059,D003,R008,2026-04-28 09:01:35.411027,286,92.07,2.79,5.5,5.91,On Time
TR2363,T050,D014,R008,2026-09-08 09:01:35.413022,281,99.61,2.73,7.05,5.82,Late
TR2364,T083,D025,R005,2025-10-23 09:01:35.414588,628,192.1,5.99,11.24,10.5,Late
TR2365,T015,D038,R002,2026-04-30 09:01:35.416639,249,63.16,2.53,5.3,4.71,Late
TR2366,T067,D047,R006,2026-07-24 09:01:35.417639,617,197.73,2.96,10.57,12.08,On Time
TR2367,T037,D026,R003,2025-12-06 09:01:35.419639,376,91.27,3.63,7.45,6.67,Late
TR2368,T074,D002,R006,2025-12-20 09:01:35.421639,617,141.88,2.01,11.55,10.49,Late
TR2369,T003,D018,R008,2026-03-26 09:01:35.423639,284,70.35,2.0,5.11,5.02,Late
TR2370,T025,D034,R001,2026-05-11 09:01:35.425658,558,205.38,4.62,13.0,11.25,Late
TR2371,T035,D029,R007,2025-11-12 09:01:35.426643,713,245.95,4.86,16.58,13.97,Late
TR2372,T046,D035,R008,2026-04-03 09:01:35.428639,270,82.83,2.04,5.99,4.97,Late
TR2373,T044,D017,R001,2026-05-23 09:01:35.430639,569,165.27,3.62,11.51,11.7,On Time
TR2374,T072,D043,R008,2026-05-21 09:01:35.432089,265,68.31,2.39,6.88,5.69,Late
TR2375,T006,D037,R004,2026-07-26 09:01:35.434086,347,101.04,3.12,7.49,6.54,Late
TR2376,T071,D029,R004,2026-03-11 09:01:35.435086,362,91.95,2.16,7.01,7.49,On Time
TR2377,T033,D026,R001,2025-10-22 09:01:35.437086,547,126.14,4.22,13.34,10.7,Late
TR2378,T058,D043,R008,2026-07-18 09:01:35.439086,321,110.0,2.09,6.06,6.41,On Time
TR2379,T033,D026,R004,2026-05-16 09:01:35.441106,384,103.88,2.07,8.37,6.83,Late
TR2380,T089,D040,R003,2026-09-13 09:01:35.443087,377,105.24,3.76,7.75,6.87,Late
TR2381,T063,D007,R003,2026-07-27 09:01:35.444086,412,91.87,2.17,8.72,7.24,Late
TR2382,T075,D027,R003,2026-03-22 09:01:35.446086,374,85.98,3.78,7.77,7.61,Late
TR2383,T097,D037,R004,2025-10-30 09:01:35.447566,362,100.21,2.94,8.74,7.63,Late
TR2384,T086,D020,R005,2026-08-24 09:01:35.449646,614,212.82,5.13,10.11,10.71,On Time
TR2385,T026,D026,R001,2025-10-13 09:01:35.451643,599,205.27,3.69,13.19,12.75,Late
TR2386,T080,D017,R001,2026-03-13 09:01:35.453643,555,216.54,4.36,11.32,9.93,Late
TR2387,T098,D007,R001,2026-06-27 09:01:35.454643,566,135.75,3.79,12.38,11.0,Late
TR2388,T001,D015,R008,2026-02-13 09:01:35.456646,274,84.33,2.1,5.81,5.17,Late
TR2389,T098,D007,R007,2026-05-22 09:01:35.458643,686,234.64,5.54,12.95,14.5,On Time
TR2390,T022,D032,R006,2025-12-19 09:01:35.460643,583,148.44,5.76,12.6,10.47,Late
TR2391,T076,D016,R003,2026-01-28 09:01:35.462643,417,94.26,2.3,7.61,7.75,On Time
TR2392,T077,D015,R005,2026-06-20 09:01:35.464046,631,165.14,4.61,13.47,13.08,Late
TR2393,T057,D012,R001,2026-09-06 09:01:35.466085,564,180.11,2.74,12.73,10.43,Late
TR2394,T038,D030,R002,2025-11-23 09:01:35.467085,256,63.29,2.07,4.37,4.93,On Time
TR2395,T089,D040,R003,2026-07-21 09:01:35.469085,368,85.55,3.06,8.59,7.6,Late
TR2396,T051,D041,R007,2026-08-20 09:01:35.471085,734,193.19,4.62,15.51,13.18,Late
TR2397,T069,D044,R006,2025-12-30 09:01:35.473086,622,209.88,5.4,16.09,13.26,Late
TR2398,T070,D020,R003,2025-12-22 09:01:35.475091,416,157.08,3.02,6.93,7.84,On Time
TR2399,T034,D009,R004,2026-02-10 09:01:35.476085,350,110.61,2.8,6.85,7.44,On Time
TR2400,T027,D015,R001,2025-12-25 09:01:35.478085,555,135.18,2.56,12.69,11.49,Late
TR2401,T057,D012,R005,2026-04-05 09:01:35.480085,601,179.71,3.97,9.73,11.03,On Time
TR2402,T088,D043,R005,2026-09-11 09:01:35.481445,614,136.89,5.33,10.58,12.26,On Time
TR2403,T100,D027,R002,2026-08-05 09:01:35.483490,274,70.59,2.2,5.39,4.73,Late
TR2404,T097,D037,R005,2026-06-11 09:01:35.484489,644,156.46,4.05,10.57,11.97,On Time
TR2405,T013,D042,R006,2025-10-29 09:01:35.486489,594,146.04,4.96,11.17,11.19,On Time
TR2406,T078,D008,R006,2025-10-07 09:01:35.488493,567,143.97,2.46,9.24,9.48,On Time
TR2407,T065,D046,R005,2025-12-11 09:01:35.490489,638,207.16,5.47,11.81,12.92,On Time
TR2408,T077,D015,R004,2026-08-08 09:01:35.492489,376,102.94,2.25,7.54,7.21,Late
TR2409,T098,D007,R005,2026-01-19 09:01:35.493489,615,175.57,2.17,10.56,10.82,On Time
TR2410,T056,D050,R005,2026-05-06 09:01:35.495490,626,245.25,5.78,9.87,11.6,On Time
TR2411,T049,D007,R007,2026-04-29 09:01:35.497489,698,184.98,4.68,17.17,15.07,Late
TR2412,T052,D041,R008,2026-05-02 09:01:35.499099,288,79.43,2.48,5.39,5.93,On Time
TR2413,T042,D026,R006,2025-11-25 09:01:35.501239,589,154.08,3.49,13.74,11.66,Late
TR2414,T006,D037,R008,2026-06-02 09:01:35.503237,299,76.11,2.23,4.79,5.5,On Time
TR2415,T078,D008,R007,2026-09-08 09:01:35.504237,730,195.79,5.91,13.96,14.07,On Time
TR2416,T100,D027,R003,2026-07-14 09:01:35.506237,400,90.78,2.12,7.34,6.92,Late
TR2417,T035,D029,R002,2025-12-20 09:01:35.508237,283,109.1,2.08,6.08,6.04,Late
TR2418,T072,D043,R007,2026-05-07 09:01:35.509237,734,206.26,6.87,17.91,16.28,Late
TR2419,T083,D025,R005,2026-05-12 09:01:35.511237,608,169.13,4.2,14.03,11.67,Late
TR2420,T049,D007,R005,2026-05-02 09:01:35.513237,642,159.4,3.03,10.62,12.13,On Time
TR2421,T087,D015,R004,2026-06-21 09:01:35.515474,338,121.45,2.86,7.43,6.63,Late
TR2422,T083,D025,R001,2026-09-06 09:01:35.516960,589,153.63,2.92,11.5,11.87,On Time
TR2423,T054,D038,R002,2025-12-20 09:01:35.518955,280,71.17,2.27,6.32,5.54,Late
TR2424,T014,D009,R003,2026-08-27 09:01:35.520955,379,85.72,3.56,8.04,7.77,Late
TR2425,T038,D030,R005,2026-03-09 09:01:35.521955,657,147.16,5.24,12.81,12.92,On Time
TR2426,T006,D037,R002,2026-03-26 09:01:35.523955,243,73.49,2.34,5.62,5.02,Late
TR2427,T024,D049,R001,2025-10-09 09:01:35.525955,565,195.95,2.32,11.12,9.74,Late
TR2428,T049,D007,R007,2025-11-26 09:01:35.526955,695,209.19,6.86,13.65,14.13,On Time
TR2429,T068,D026,R002,2026-07-23 09:01:35.528955,264,60.93,2.23,5.47,5.82,On Time
TR2430,T072,D043,R004,2026-03-31 09:01:35.531312,378,107.94,3.19,9.86,7.93,Late
TR2431,T018,D036,R003,2026-03-26 09:01:35.533952,389,104.56,2.07,7.85,7.01,Late
TR2432,T088,D043,R006,2026-05-29 09:01:35.535947,606,231.74,2.83,9.92,10.49,On Time
TR2433,T098,D007,R004,2026-04-08 09:01:35.536947,386,120.24,3.45,6.4,6.72,On Time
TR2434,T016,D049,R007,2026-08-01 09:01:35.538947,701,177.16,2.48,14.4,12.28,Late
TR2435,T077,D015,R005,2025-12-12 09:01:35.540947,626,176.22,2.21,13.06,11.21,Late
TR2436,T026,D026,R006,2026-05-29 09:01:35.542947,581,157.6,2.53,9.91,10.67,On Time
TR2437,T083,D025,R001,2026-08-30 09:01:35.543947,567,126.03,4.73,12.6,12.44,Late
TR2438,T011,D050,R005,2026-04-02 09:01:35.545947,655,163.75,6.23,12.18,11.61,Late
TR2439,T013,D042,R003,2025-12-22 09:01:35.547947,389,87.98,3.69,7.81,6.72,Late
TR2440,T002,D029,R003,2026-09-01 09:01:35.549624,418,145.66,3.11,9.1,7.29,Late
TR2441,T043,D027,R002,2025-12-22 09:01:35.551620,281,84.38,2.57,6.26,5.28,Late
TR2442,T032,D028,R008,2026-05-04 09:01:35.553616,308,94.64,2.69,6.69,5.91,Late
TR2443,T077,D015,R006,2025-11-03 09:01:35.554616,573,129.62,4.69,11.89,9.77,Late
TR2444,T051,D041,R005,2026-08-08 09:01:35.556616,620,166.69,3.33,14.87,12.35,Late
TR2445,T010,D025,R004,2026-04-23 09:01:35.558616,385,140.19,2.18,8.44,7.28,Late
TR2446,T038,D030,R008,2026-09-03 09:01:35.560616,278,93.83,2.55,5.18,5.25,On Time
TR2447,T097,D037,R004,2026-05-29 09:01:35.561616,360,124.59,2.99,5.74,6.29,On Time
TR2448,T065,D046,R007,2026-02-14 09:01:35.563616,685,258.78,2.39,13.02,13.23,On Time
TR2449,T033,D026,R004,2026-07-12 09:01:35.565755,393,152.74,2.85,7.98,6.99,Late
TR2450,T053,D008,R004,2026-03-28 09:01:35.567812,394,98.64,2.39,7.56,6.86,Late
TR2451,T051,D041,R002,2025-09-26 09:01:35.568812,259,76.84,2.06,3.95,4.55,On Time
TR2452,T096,D011,R003,2026-06-10 09:01:35.570811,368,109.75,3.66,7.82,6.38,Late
TR2453,T008,D011,R007,2025-11-09 09:01:35.572812,709,166.05,2.45,14.19,14.06,Late
TR2454,T098,D007,R006,2026-05-31 09:01:35.573812,567,173.26,2.4,9.02,10.26,On Time
TR2455,T023,D004,R007,2026-02-08 09:01:35.575811,725,246.83,4.58,12.3,12.4,On Time
TR2456,T024,D049,R008,2026-02-11 09:01:35.577811,291,79.86,2.72,6.62,5.57,Late
TR2457,T083,D025,R006,2026-05-04 09:01:35.579814,623,223.68,3.15,13.71,12.94,Late
TR2458,T006,D037,R003,2025-12-20 09:01:35.581767,367,122.98,3.87,5.35,6.28,On Time
TR2459,T100,D027,R005,2025-12-09 09:01:35.582819,609,191.2,5.15,14.99,12.54,Late
TR2460,T068,D026,R001,2025-11-06 09:01:35.584815,555,167.43,4.73,12.76,11.52,Late
TR2461,T007,D006,R003,2025-11-10 09:01:35.586815,366,95.46,3.56,7.97,7.07,Late
TR2462,T065,D046,R003,2026-04-21 09:01:35.587815,383,85.37,2.54,6.25,7.13,On Time
TR2463,T024,D049,R006,2025-11-22 09:01:35.589815,625,246.88,5.2,13.0,10.43,Late
TR2464,T052,D041,R007,2026-02-13 09:01:35.591815,724,195.9,5.88,16.58,13.51,Late
TR2465,T074,D002,R001,2025-12-08 09:01:35.592815,598,183.9,4.42,10.22,10.55,On Time
TR2466,T098,D007,R004,2026-01-26 09:01:35.594815,372,93.19,2.15,7.79,6.75,Late
TR2467,T067,D047,R003,2025-10-25 09:01:35.596819,378,135.47,3.81,7.2,6.66,Late
TR2468,T032,D028,R005,2026-01-03 09:01:35.598974,606,191.73,5.79,11.18,13.02,On Time
TR2469,T073,D049,R006,2026-06-11 09:01:35.600588,605,148.12,2.43,12.88,10.46,Late
TR2470,T100,D027,R006,2026-02-08 09:01:35.602582,617,149.08,3.6,11.32,12.49,On Time
TR2471,T072,D043,R007,2025-12-05 09:01:35.604582,736,282.04,4.39,11.64,13.55,On Time
TR2472,T051,D041,R002,2026-09-01 09:01:35.605582,272,99.44,2.4,5.97,4.82,Late
TR2473,T023,D004,R004,2026-05-23 09:01:35.607582,381,129.95,2.85,8.9,7.13,Late
TR2474,T029,D003,R008,2026-05-15 09:01:35.609582,284,73.95,2.84,5.23,5.26,On Time
TR2475,T067,D047,R006,2026-04-24 09:01:35.611582,574,150.48,5.28,9.21,10.75,On Time
TR2476,T045,D021,R008,2025-09-26 09:01:35.612582,290,67.84,2.53,5.62,6.2,On Time
TR2477,T056,D050,R003,2026-02-21 09:01:35.614582,381,148.84,3.12,7.77,6.68,Late
TR2478,T046,D035,R003,2025-12-09 09:01:35.617869,394,102.26,2.73,7.32,7.65,On Time
TR2479,T049,D007,R008,2026-09-09 09:01:35.619864,286,86.3,2.53,7.33,6.2,Late
TR2480,T055,D003,R008,2026-06-11 09:01:35.621871,270,70.24,2.76,4.43,4.88,On Time
TR2481,T041,D033,R001,2026-06-10 09:01:35.622870,583,183.7,4.93,8.9,9.91,On Time
TR2482,T052,D041,R008,2025-12-30 09:01:35.624871,298,106.51,2.26,6.42,5.54,Late
TR2483,T006,D037,R004,2026-05-25 09:01:35.626871,388,151.63,2.0,6.8,6.53,Late
TR2484,T086,D020,R001,2026-03-01 09:01:35.628871,601,170.36,2.24,13.5,11.13,Late
TR2485,T008,D011,R007,2026-08-09 09:01:35.629871,683,163.89,2.41,12.72,12.1,Late
TR2486,T025,D034,R005,2026-09-03 09:01:35.633006,649,174.29,2.2,13.35,11.32,Late
TR2487,T009,D039,R006,2026-04-19 09:01:35.635073,590,165.93,4.49,10.47,10.89,On Time
TR2488,T010,D025,R004,2026-06-18 09:01:35.636072,388,97.6,3.42,8.58,8.47,Late
TR2489,T067,D047,R004,2025-10-30 09:01:35.638072,346,81.53,2.24,6.46,5.84,Late
TR2490,T094,D016,R001,2026-01-06 09:01:35.640071,570,193.81,3.66,9.93,11.59,On Time
TR2491,T077,D015,R008,2026-07-07 09:01:35.642071,282,85.94,2.68,7.55,6.15,Late
TR2492,T098,D007,R008,2026-09-07 09:01:35.643072,319,95.99,2.52,6.14,6.79,On Time
TR2493,T012,D018,R006,2026-03-04 09:01:35.645078,613,144.41,5.66,12.95,10.97,Late
TR2494,T021,D010,R002,2026-05-05 09:01:35.647072,268,68.74,2.01,5.74,4.96,Late
TR2495,T068,D026,R006,2026-06-05 09:01:35.648768,609,170.73,3.8,12.29,13.24,On Time
TR2496,T012,D018,R001,2026-06-21 09:01:35.650761,606,219.14,2.76,10.21,10.28,On Time
TR2497,T052,D041,R002,2026-06-04 09:01:35.652761,238,69.3,2.53,4.18,4.04,Late
TR2498,T022,D032,R004,2026-07-21 09:01:35.653761,377,139.46,2.36,5.93,6.98,On Time
TR2499,T055,D003,R005,2026-01-20 09:01:35.655761,612,147.46,4.12,10.02,10.25,On Time
TR2500,T074,D002,R002,2025-10-10 09:01:35.657760,254,78.11,2.34,5.46,5.31,Late
TR2501,T040,D004,R004,2025-11-24 09:01:35.658760,350,94.98,2.53,5.74,6.26,On Time
TR2502,T019,D008,R003,2026-07-30 09:01:35.660761,415,126.09,2.82,9.77,7.88,Late
TR2503,T037,D026,R001,2026-07-26 09:01:35.662764,550,185.0,3.5,10.87,11.44,On Time
TR2504,T069,D044,R007,2026-01-04 09:01:35.664287,682,156.59,5.38,13.34,11.64,Late
TR2505,T022,D032,R005,2026-07-31 09:01:35.666336,655,227.96,5.75,13.25,14.49,On Time
TR2506,T076,D016,R001,2025-12-25 09:01:35.668336,581,139.84,5.51,11.58,12.49,On Time
TR2507,T054,D038,R002,2025-09-30 09:01:35.670336,242,66.39,2.38,5.71,4.83,Late
TR2508,T030,D014,R006,2025-12-14 09:01:35.671336,614,183.17,2.96,12.84,10.7,Late
TR2509,T015,D038,R008,2026-02-19 09:01:35.673336,318,90.07,2.03,7.47,5.98,Late
TR2510,T030,D014,R004,2025-09-22 09:01:35.675336,370,92.49,2.97,5.35,6.23,On Time
TR2511,T093,D023,R005,2026-01-27 09:01:35.676336,637,189.73,4.04,14.4,11.54,Late
TR2512,T008,D011,R001,2025-12-25 09:01:35.679340,572,135.49,4.94,13.2,10.91,Late
TR2513,T019,D008,R005,2025-12-14 09:01:35.680348,652,159.62,2.61,10.99,12.92,On Time
TR2514,T085,D050,R003,2025-10-06 09:01:35.682943,413,145.33,2.3,8.45,8.54,On Time
TR2515,T051,D041,R003,2025-12-14 09:01:35.684112,403,94.89,3.88,9.26,7.98,Late
TR2516,T014,D009,R003,2025-12-23 09:01:35.686107,403,133.01,3.24,8.61,7.53,Late
TR2517,T023,D004,R001,2026-01-26 09:01:35.688107,551,123.45,4.85,12.6,11.7,Late
TR2518,T006,D037,R003,2026-02-08 09:01:35.689107,395,107.3,3.18,6.68,6.98,On Time
TR2519,T070,D020,R003,2026-07-14 09:01:35.691107,378,92.95,3.7,8.02,6.51,Late
TR2520,T005,D035,R002,2026-05-22 09:01:35.693107,286,90.46,2.41,6.86,6.28,Late
TR2521,T070,D020,R006,2025-12-31 09:01:35.695107,593,133.26,5.84,12.38,10.99,Late
TR2522,T083,D025,R003,2025-11-08 09:01:35.696109,368,118.85,2.97,8.08,6.8,Late
TR2523,T081,D018,R003,2025-12-11 09:01:35.698587,364,95.93,2.96,7.62,7.39,Late
TR2524,T097,D037,R001,2026-06-17 09:01:35.700579,605,235.26,2.89,9.79,11.04,On Time
TR2525,T070,D020,R002,2025-10-15 09:01:35.702575,257,75.7,2.12,5.25,4.93,Late
TR2526,T079,D040,R007,2026-08-15 09:01:35.703574,704,230.83,5.64,15.34,12.42,Late
TR2527,T085,D050,R005,2026-07-02 09:01:35.705574,626,179.38,5.66,11.86,11.82,Late
TR2528,T074,D002,R003,2026-07-12 09:01:35.707574,418,123.93,2.61,9.47,7.97,Late
TR2529,T074,D002,R004,2025-12-18 09:01:35.708575,346,99.2,2.52,7.17,6.15,Late
TR2530,T068,D026,R002,2026-05-18 09:01:35.710574,232,70.36,2.23,5.34,4.85,Late
TR2531,T090,D042,R007,2026-03-01 09:01:35.712574,693,162.45,3.93,15.1,12.61,Late
TR2532,T080,D017,R007,2026-07-15 09:01:35.714592,697,180.05,2.85,11.23,13.02,On Time
TR2533,T070,D020,R004,2026-05-11 09:01:35.716278,345,85.04,2.3,6.88,6.88,On Time
TR2534,T068,D026,R005,2025-11-07 09:01:35.718415,622,181.8,3.26,11.07,12.22,On Time
TR2535,T082,D022,R007,2025-11-26 09:01:35.719415,691,183.39,6.28,15.63,14.7,Late
TR2536,T051,D041,R004,2025-11-27 09:01:35.721415,387,91.43,3.53,6.19,6.67,On Time
TR2537,T044,D017,R007,2026-04-02 09:01:35.723415,701,247.8,2.94,17.04,15.18,Late
TR2538,T098,D007,R002,2026-03-25 09:01:35.725415,253,64.13,2.24,3.95,4.29,On Time
TR2539,T074,D002,R001,2026-05-26 09:01:35.726415,557,168.42,3.29,12.39,10.35,Late
TR2540,T078,D008,R002,2026-01-01 09:01:35.728415,282,72.81,2.07,7.24,6.06,Late
TR2541,T091,D025,R005,2025-12-25 09:01:35.730415,622,192.07,3.12,15.2,13.71,Late
TR2542,T050,D014,R007,2026-01-10 09:01:35.731575,736,175.23,5.91,16.15,14.76,Late
TR2543,T037,D026,R004,2025-11-01 09:01:35.733860,386,127.67,2.2,8.33,8.56,On Time
TR2544,T087,D015,R003,2026-07-21 09:01:35.735860,417,118.31,3.74,9.48,7.77,Late
TR2545,T077,D015,R006,2026-03-30 09:01:35.737860,596,210.63,4.3,14.7,12.42,Late
TR2546,T035,D029,R001,2026-04-12 09:01:35.739860,597,231.81,2.33,9.69,10.37,On Time
TR2547,T038,D030,R004,2026-05-29 09:01:35.740860,363,133.7,3.2,5.88,6.32,On Time
TR2548,T047,D016,R006,2025-12-22 09:01:35.742860,605,141.61,2.39,11.0,10.57,Late
TR2549,T055,D003,R003,2026-05-03 09:01:35.744860,388,92.31,3.81,10.48,8.49,Late
TR2550,T020,D033,R005,2026-08-03 09:01:35.746860,641,151.59,2.15,10.83,11.24,On Time
TR2551,T046,D035,R002,2026-07-16 09:01:35.749090,243,71.19,2.43,5.51,4.48,Late
TR2552,T068,D026,R001,2026-01-15 09:01:35.750383,577,159.26,2.03,12.63,10.67,Late
TR2553,T047,D016,R007,2026-03-22 09:01:35.752375,684,230.3,4.04,13.93,12.98,Late
TR2554,T018,D036,R007,2026-02-09 09:01:35.754375,735,232.46,4.11,15.09,12.86,Late
TR2555,T042,D026,R008,2026-01-29 09:01:35.756379,319,78.85,2.51,7.08,6.07,Late
TR2556,T036,D049,R006,2025-12-29 09:01:35.757375,585,138.46,3.34,14.08,12.43,Late
TR2557,T095,D031,R003,2025-11-19 09:01:35.759375,417,108.63,2.8,7.74,7.85,On Time
TR2558,T047,D016,R007,2026-04-22 09:01:35.761375,726,171.49,2.9,15.17,12.78,Late
TR2559,T017,D039,R002,2025-09-27 09:01:35.762375,251,56.84,2.27,5.29,4.28,Late
TR2560,T043,D027,R008,2026-08-26 09:01:35.765302,265,95.59,2.15,5.52,4.59,Late
TR2561,T040,D004,R006,2026-08-10 09:01:35.767476,589,155.89,5.8,13.15,10.95,Late
TR2562,T017,D039,R008,2026-04-03 09:01:35.768474,305,71.68,2.82,6.19,5.24,Late
TR2563,T009,D039,R001,2026-06-04 09:01:35.770474,560,223.01,4.39,9.65,11.18,On Time
TR2564,T055,D003,R008,2026-04-24 09:01:35.772474,299,75.2,2.8,5.21,5.41,On Time
TR2565,T068,D026,R003,2026-01-08 09:01:35.773474,399,122.16,2.27,9.26,7.42,Late
TR2566,T089,D040,R006,2026-02-03 09:01:35.775474,625,212.28,4.85,13.35,12.08,Late
TR2567,T038,D030,R006,2025-12-27 09:01:35.777474,607,182.47,5.9,9.74,10.8,On Time
TR2568,T091,D025,R005,2026-08-12 09:01:35.778474,607,139.91,4.25,15.14,12.31,Late
TR2569,T023,D004,R004,2026-06-11 09:01:35.781295,379,105.67,3.37,7.58,6.62,Late
TR2570,T017,D039,R005,2025-10-31 09:01:35.783402,609,164.01,3.3,11.6,10.47,Late
TR2571,T012,D018,R007,2026-05-14 09:01:35.785393,679,208.65,4.1,13.33,15.05,On Time
TR2572,T063,D007,R002,2025-12-18 09:01:35.787393,242,83.22,2.1,4.49,4.54,On Time
TR2573,T061,D022,R003,2026-06-16 09:01:35.788393,385,108.84,3.71,8.58,8.31,Late
TR2574,T062,D002,R005,2025-10-30 09:01:35.790393,626,199.26,3.13,11.09,11.14,On Time
TR2575,T018,D036,R005,2026-07-06 09:01:35.792395,621,221.03,4.64,10.0,11.59,On Time
TR2576,T066,D028,R002,2025-10-15 09:01:35.793395,284,70.11,2.34,5.32,5.16,Late
TR2577,T094,D016,R008,2026-02-03 09:01:35.795393,270,82.19,2.9,4.68,5.07,On Time
TR2578,T083,D025,R003,2026-02-02 09:01:35.797394,390,136.79,3.5,7.04,7.52,On Time
TR2579,T094,D016,R007,2026-09-02 09:01:35.799394,689,158.33,3.65,15.54,12.57,Late
TR2580,T023,D004,R001,2026-02-18 09:01:35.801393,556,152.19,5.32,11.39,10.39,Late
TR2581,T013,D042,R004,2026-08-09 09:01:35.802393,380,113.29,3.05,9.07,7.61,Late
TR2582,T031,D031,R006,2025-10-17 09:01:35.804393,601,166.88,3.44,11.35,12.38,On Time
TR2583,T032,D028,R006,2025-12-06 09:01:35.806393,616,168.53,5.72,9.82,10.54,On Time
TR2584,T035,D029,R005,2026-01-07 09:01:35.807393,623,227.01,2.93,11.54,11.15,Late
TR2585,T051,D041,R001,2026-05-10 09:01:35.809407,565,188.69,4.18,12.26,12.47,On Time
TR2586,T100,D027,R006,2026-01-31 09:01:35.811394,597,160.38,4.39,9.85,10.68,On Time
TR2587,T075,D027,R001,2026-06-26 09:01:35.813394,575,229.51,2.21,11.01,10.73,Late
TR2588,T032,D028,R008,2026-01-05 09:01:35.814900,306,71.13,2.68,6.24,5.88,Late
TR2589,T028,D001,R001,2025-12-05 09:01:35.816980,578,147.61,5.57,9.13,10.09,On Time
TR2590,T067,D047,R003,2026-07-28 09:01:35.818980,375,135.8,2.26,9.25,8.26,Late
TR2591,T047,D016,R004,2026-06-12 09:01:35.819980,359,90.69,2.28,5.6,6.42,On Time
TR2592,T006,D037,R006,2025-09-30 09:01:35.821980,582,144.7,5.5,13.06,11.12,Late
TR2593,T067,D047,R006,2026-06-01 09:01:35.823980,598,170.28,4.75,11.06,11.17,On Time
TR2594,T093,D023,R002,2026-05-18 09:01:35.824980,277,65.07,2.4,5.0,5.04,On Time
TR2595,T051,D041,R002,2026-08-27 09:01:35.827982,291,110.99,2.13,5.81,5.05,Late
TR2596,T036,D049,R001,2025-11-27 09:01:35.828985,566,190.41,5.22,9.83,11.14,On Time
TR2597,T074,D002,R001,2026-06-25 09:01:35.831485,567,208.54,5.6,14.6,12.33,Late
TR2598,T094,D016,R004,2026-07-02 09:01:35.832537,370,86.1,3.05,5.48,6.38,On Time
TR2599,T022,D032,R006,2025-10-12 09:01:35.834533,615,141.26,2.1,11.96,10.4,Late
TR2600,T039,D013,R001,2026-06-10 09:01:35.836533,559,161.75,2.21,11.67,10.2,Late
TR2601,T026,D026,R004,2026-06-01 09:01:35.837533,392,156.19,3.13,7.94,7.65,Late
TR2602,T064,D039,R003,2025-10-27 09:01:35.839533,365,98.19,2.29,7.88,7.81,Late
TR2603,T020,D033,R005,2025-09-23 09:01:35.841533,604,207.24,6.1,14.52,12.91,Late
TR2604,T053,D008,R004,2025-10-07 09:01:35.843540,363,90.63,2.15,6.91,7.71,On Time
TR2605,T015,D038,R008,2026-07-17 09:01:35.844533,288,87.13,2.58,5.66,6.14,On Time
TR2606,T005,D035,R002,2025-12-20 09:01:35.846536,260,93.8,2.47,5.95,5.19,Late
TR2607,T032,D028,R001,2026-04-19 09:01:35.848688,559,128.48,4.16,9.31,9.95,On Time
TR2608,T056,D050,R006,2026-01-26 09:01:35.850304,590,185.85,4.58,12.39,11.12,Late
TR2609,T086,D020,R003,2026-04-25 09:01:35.852293,411,132.46,2.33,7.08,7.78,On Time
TR2610,T012,D018,R008,2025-12-22 09:01:35.854292,282,110.79,2.13,5.32,5.28,Late
TR2611,T044,D017,R008,2026-07-02 09:01:35.856292,319,126.71,2.56,7.21,5.8,Late
TR2612,T049,D007,R001,2026-03-13 09:01:35.857292,555,219.0,5.75,8.98,9.68,On Time
TR2613,T045,D021,R003,2025-10-16 09:01:35.859293,406,124.5,2.0,8.38,7.14,Late
TR2614,T028,D001,R005,2025-09-26 09:01:35.861292,642,167.45,4.49,10.73,11.9,On Time
TR2615,T003,D018,R002,2026-04-28 09:01:35.862292,281,104.29,2.12,4.24,4.72,On Time
TR2616,T046,D035,R002,2026-07-12 09:01:35.865055,267,84.67,2.13,5.15,5.29,On Time
TR2617,T004,D007,R005,2026-09-03 09:01:35.866150,613,139.86,2.6,12.21,10.51,Late
TR2618,T062,D002,R005,2026-01-14 09:01:35.868145,656,251.57,2.99,15.34,14.0,Late
TR2619,T064,D039,R004,2026-08-04 09:01:35.870145,351,133.94,2.71,5.68,6.5,On Time
TR2620,T076,D016,R004,2025-12-19 09:01:35.871145,335,100.76,3.07,8.53,7.14,Late
TR2621,T014,D009,R001,2025-10-01 09:01:35.873145,568,180.96,4.38,8.75,9.58,On Time
